Qty,Value,Device,Package,Tolerance,Rating,Parts,Description,LCSC Price 1,LCSCS Price 10,LCSC price 100,LCSC Price 1000,LCSC PN,LCSC Link,Digikey price 1,Digikey Link, Alt Supplier, Alt Supplier Link
2,10K,R,0805,1%,1/8w,"R1, R2, R3",10K resistor,,,0.00122,0.000909,C343942,https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FH-Guangdong-Fenghua-Advanced-Tech-RC-05K103JT_C343942.html,,,,
